locus_tag	kegg_pathway_id	kegg_pathway	organism
spr1122	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1133	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1135	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1174	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1218	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1219	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1227	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1228	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1229	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1231	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1232	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1233	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1235	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
spr1239	spr01110	Biosynthesis of secondary metabolites	Streptococcus pneumoniae ATCC BAA-255 / R6
