locus_tag	kegg_pathway_id	kegg_pathway	organism
SCO2183	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2371	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2393	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2407	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2494	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2661	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3096	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3420	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3563	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3649	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3651	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4209	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4271	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4285	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4594	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4595	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4913	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4945	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4979	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5047	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5059	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5423	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5426	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5852	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6110	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6195	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6260	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6269	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6270	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6659	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6670	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6818	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7040	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7124	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7139	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7362	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7443	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7511	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7638	sco00010	Glycolysis / Gluconeogenesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0546	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0922	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0923	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0924	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1268	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2180	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2181	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2183	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2371	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2736	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4388	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4594	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4595	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4808	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4809	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4827	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4855	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4856	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4857	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4858	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4979	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5042	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5044	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5106	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5107	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5281	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5831	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5832	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5999	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6269	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6270	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6585	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6586	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7000	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7109	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7123	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7124	sco00020	Citrate cycle (TCA cycle)	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0524	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0579	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0617	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0782	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0798	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0851	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0852	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0975	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1214	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1224	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1464	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1679	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1935	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1936	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1937	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1939	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1942	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2119	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2298	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2627	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2748	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3123	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3473	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3474	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3494	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3495	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3649	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3877	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4914	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4988	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5047	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5426	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5852	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6497	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6658	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6659	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6661	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6662	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6663	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7443	sco00030	Pentose phosphate pathway	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0812	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0814	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1110	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1169	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1170	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1464	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1844	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1879	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1880	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2462	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2821	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3052	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3182	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3476	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6147	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7629	sco00040	Pentose and glucuronate interconversions	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0349	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0350	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0382	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0554	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0578	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0579	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0812	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0814	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1169	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1214	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1224	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1388	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1560	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1844	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1945	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1957	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2119	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2346	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2627	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3025	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3028	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3039	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3196	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3197	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3649	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4916	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5047	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5426	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5852	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6147	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6234	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7160	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7162	sco00051	Fructose and mannose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0274	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0284	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0541	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0766	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1077	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1214	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1394	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2119	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2126	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2228	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2393	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2401	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2407	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2988	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3136	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3137	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3138	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3182	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3326	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3475	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3479	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3651	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3780	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4285	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5426	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5689	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5848	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO5849	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6110	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6260	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6347	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6457	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7010	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7407	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7443	sco00052	Galactose metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0136	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0137	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0349	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0524	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1706	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1895	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1896	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2542	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2543	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3052	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3420	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4913	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7139	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7162	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO7570	sco00053	Ascorbate and aldarate metabolism	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0330	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO0548	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1271	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1330	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1346	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1815	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO1831	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2131	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2387	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2388	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2390	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2561	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO2720	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3246	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3248	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO3502	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4501	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4503	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4681	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO4921	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6249	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6264	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6271	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
SCO6552	sco00061	Fatty acid biosynthesis	Streptomyces coelicolor ATCC BAA-471 / A32 / M145
