locus_tag	kegg_pathway_id	kegg_pathway
SPy_1751	spy01100	Metabolic pathways
SPy_1753	spy01100	Metabolic pathways
SPy_1754	spy01100	Metabolic pathways
SPy_1765	spy01100	Metabolic pathways
SPy_1770	spy01100	Metabolic pathways
SPy_1771	spy01100	Metabolic pathways
SPy_1772	spy01100	Metabolic pathways
SPy_1779	spy01100	Metabolic pathways
SPy_1782	spy01100	Metabolic pathways
SPy_1802	spy01100	Metabolic pathways
SPy_1804	spy01100	Metabolic pathways
SPy_1810	spy01100	Metabolic pathways
SPy_1811	spy01100	Metabolic pathways
SPy_1816	spy01100	Metabolic pathways
SPy_1823	spy01100	Metabolic pathways
SPy_1849	spy01100	Metabolic pathways
SPy_1867	spy01100	Metabolic pathways
SPy_1869	spy01100	Metabolic pathways
SPy_1877	spy01100	Metabolic pathways
SPy_1881	spy01100	Metabolic pathways
SPy_1889	spy01100	Metabolic pathways
SPy_1894	spy01100	Metabolic pathways
SPy_1900	spy01100	Metabolic pathways
SPy_1903	spy01100	Metabolic pathways
SPy_1916	spy01100	Metabolic pathways
SPy_1917	spy01100	Metabolic pathways
SPy_1918	spy01100	Metabolic pathways
SPy_1919	spy01100	Metabolic pathways
SPy_1921	spy01100	Metabolic pathways
SPy_1922	spy01100	Metabolic pathways
SPy_1923	spy01100	Metabolic pathways
SPy_1944	spy01100	Metabolic pathways
SPy_1947	spy01100	Metabolic pathways
SPy_1949	spy01100	Metabolic pathways
SPy_1950	spy01100	Metabolic pathways
SPy_1952	spy01100	Metabolic pathways
SPy_1964	spy01100	Metabolic pathways
SPy_1981	spy01100	Metabolic pathways
SPy_1985	spy01100	Metabolic pathways
SPy_1991	spy01100	Metabolic pathways
SPy_2047	spy01100	Metabolic pathways
SPy_2059	spy01100	Metabolic pathways
SPy_2081	spy01100	Metabolic pathways
SPy_2082	spy01100	Metabolic pathways
SPy_2083	spy01100	Metabolic pathways
SPy_2084	spy01100	Metabolic pathways
SPy_2085	spy01100	Metabolic pathways
SPy_2089	spy01100	Metabolic pathways
SPy_2090	spy01100	Metabolic pathways
SPy_2096	spy01100	Metabolic pathways
SPy_2103	spy01100	Metabolic pathways
SPy_2110	spy01100	Metabolic pathways
SPy_2189	spy01100	Metabolic pathways
SPy_2190	spy01100	Metabolic pathways
SPy_2196	spy01100	Metabolic pathways
SPy_2201	spy01100	Metabolic pathways
SPy_2202	spy01100	Metabolic pathways
SPy_2206	spy01100	Metabolic pathways
SPy_0020	spy01110	Biosynthesis of secondary metabolites
SPy_0022	spy01110	Biosynthesis of secondary metabolites
SPy_0023	spy01110	Biosynthesis of secondary metabolites
SPy_0024	spy01110	Biosynthesis of secondary metabolites
SPy_0025	spy01110	Biosynthesis of secondary metabolites
SPy_0026	spy01110	Biosynthesis of secondary metabolites
SPy_0027	spy01110	Biosynthesis of secondary metabolites
SPy_0028	spy01110	Biosynthesis of secondary metabolites
SPy_0032	spy01110	Biosynthesis of secondary metabolites
SPy_0033	spy01110	Biosynthesis of secondary metabolites
SPy_0034	spy01110	Biosynthesis of secondary metabolites
SPy_0036	spy01110	Biosynthesis of secondary metabolites
SPy_0044	spy01110	Biosynthesis of secondary metabolites
SPy_0074	spy01110	Biosynthesis of secondary metabolites
SPy_0112	spy01110	Biosynthesis of secondary metabolites
SPy_0140	spy01110	Biosynthesis of secondary metabolites
SPy_0172	spy01110	Biosynthesis of secondary metabolites
SPy_0215	spy01110	Biosynthesis of secondary metabolites
SPy_0224	spy01110	Biosynthesis of secondary metabolites
SPy_0226	spy01110	Biosynthesis of secondary metabolites
SPy_0264	spy01110	Biosynthesis of secondary metabolites
SPy_0274	spy01110	Biosynthesis of secondary metabolites
SPy_0440	spy01110	Biosynthesis of secondary metabolites
SPy_0524	spy01110	Biosynthesis of secondary metabolites
SPy_0534	spy01110	Biosynthesis of secondary metabolites
SPy_0538	spy01110	Biosynthesis of secondary metabolites
SPy_0613	spy01110	Biosynthesis of secondary metabolites
SPy_0722	spy01110	Biosynthesis of secondary metabolites
SPy_0731	spy01110	Biosynthesis of secondary metabolites
SPy_0752	spy01110	Biosynthesis of secondary metabolites
SPy_0784	spy01110	Biosynthesis of secondary metabolites
SPy_0809	spy01110	Biosynthesis of secondary metabolites
SPy_0810	spy01110	Biosynthesis of secondary metabolites
SPy_0852	spy01110	Biosynthesis of secondary metabolites
SPy_0872	spy01110	Biosynthesis of secondary metabolites
SPy_0876	spy01110	Biosynthesis of secondary metabolites
SPy_0877	spy01110	Biosynthesis of secondary metabolites
SPy_0878	spy01110	Biosynthesis of secondary metabolites
SPy_0879	spy01110	Biosynthesis of secondary metabolites
SPy_0880	spy01110	Biosynthesis of secondary metabolites
SPy_0881	spy01110	Biosynthesis of secondary metabolites
SPy_0889	spy01110	Biosynthesis of secondary metabolites
SPy_0892	spy01110	Biosynthesis of secondary metabolites
SPy_0894	spy01110	Biosynthesis of secondary metabolites
SPy_0908	spy01110	Biosynthesis of secondary metabolites
SPy_0911	spy01110	Biosynthesis of secondary metabolites
SPy_0921	spy01110	Biosynthesis of secondary metabolites
SPy_0933	spy01110	Biosynthesis of secondary metabolites
SPy_0935	spy01110	Biosynthesis of secondary metabolites
SPy_0936	spy01110	Biosynthesis of secondary metabolites
SPy_1026	spy01110	Biosynthesis of secondary metabolites
SPy_1028	spy01110	Biosynthesis of secondary metabolites
SPy_1029	spy01110	Biosynthesis of secondary metabolites
SPy_1031	spy01110	Biosynthesis of secondary metabolites
SPy_1123	spy01110	Biosynthesis of secondary metabolites
SPy_1136	spy01110	Biosynthesis of secondary metabolites
SPy_1145	spy01110	Biosynthesis of secondary metabolites
SPy_1151	spy01110	Biosynthesis of secondary metabolites
SPy_1224	spy01110	Biosynthesis of secondary metabolites
SPy_1247	spy01110	Biosynthesis of secondary metabolites
SPy_1250	spy01110	Biosynthesis of secondary metabolites
SPy_1282	spy01110	Biosynthesis of secondary metabolites
SPy_1283	spy01110	Biosynthesis of secondary metabolites
SPy_1291	spy01110	Biosynthesis of secondary metabolites
SPy_1292	spy01110	Biosynthesis of secondary metabolites
SPy_1304	spy01110	Biosynthesis of secondary metabolites
SPy_1351	spy01110	Biosynthesis of secondary metabolites
SPy_1352	spy01110	Biosynthesis of secondary metabolites
SPy_1359	spy01110	Biosynthesis of secondary metabolites
SPy_1410	spy01110	Biosynthesis of secondary metabolites
SPy_1429	spy01110	Biosynthesis of secondary metabolites
SPy_1498	spy01110	Biosynthesis of secondary metabolites
SPy_1503	spy01110	Biosynthesis of secondary metabolites
SPy_1529	spy01110	Biosynthesis of secondary metabolites
SPy_1539	spy01110	Biosynthesis of secondary metabolites
SPy_1544	spy01110	Biosynthesis of secondary metabolites
SPy_1547	spy01110	Biosynthesis of secondary metabolites
SPy_1576	spy01110	Biosynthesis of secondary metabolites
SPy_1577	spy01110	Biosynthesis of secondary metabolites
SPy_1599	spy01110	Biosynthesis of secondary metabolites
SPy_1618	spy01110	Biosynthesis of secondary metabolites
SPy_1637	spy01110	Biosynthesis of secondary metabolites
SPy_1670	spy01110	Biosynthesis of secondary metabolites
SPy_1672	spy01110	Biosynthesis of secondary metabolites
SPy_1676	spy01110	Biosynthesis of secondary metabolites
SPy_1678	spy01110	Biosynthesis of secondary metabolites
SPy_1683	spy01110	Biosynthesis of secondary metabolites
SPy_1737	spy01110	Biosynthesis of secondary metabolites
SPy_1743	spy01110	Biosynthesis of secondary metabolites
SPy_1744	spy01110	Biosynthesis of secondary metabolites
SPy_1745	spy01110	Biosynthesis of secondary metabolites
SPy_1747	spy01110	Biosynthesis of secondary metabolites
SPy_1749	spy01110	Biosynthesis of secondary metabolites
SPy_1750	spy01110	Biosynthesis of secondary metabolites
SPy_1753	spy01110	Biosynthesis of secondary metabolites
SPy_1779	spy01110	Biosynthesis of secondary metabolites
SPy_1782	spy01110	Biosynthesis of secondary metabolites
SPy_1810	spy01110	Biosynthesis of secondary metabolites
SPy_1811	spy01110	Biosynthesis of secondary metabolites
SPy_1816	spy01110	Biosynthesis of secondary metabolites
SPy_1881	spy01110	Biosynthesis of secondary metabolites
SPy_1889	spy01110	Biosynthesis of secondary metabolites
SPy_1903	spy01110	Biosynthesis of secondary metabolites
SPy_1944	spy01110	Biosynthesis of secondary metabolites
SPy_1947	spy01110	Biosynthesis of secondary metabolites
SPy_1964	spy01110	Biosynthesis of secondary metabolites
SPy_1965	spy01110	Biosynthesis of secondary metabolites
SPy_1991	spy01110	Biosynthesis of secondary metabolites
SPy_2189	spy01110	Biosynthesis of secondary metabolites
SPy_2190	spy01110	Biosynthesis of secondary metabolites
SPy_2202	spy01110	Biosynthesis of secondary metabolites
SPy_2206	spy01110	Biosynthesis of secondary metabolites
SPy_0020	spy01120	Microbial metabolism in diverse environments
SPy_0044	spy01120	Microbial metabolism in diverse environments
SPy_0109	spy01120	Microbial metabolism in diverse environments
SPy_0140	spy01120	Microbial metabolism in diverse environments
SPy_0141	spy01120	Microbial metabolism in diverse environments
SPy_0142	spy01120	Microbial metabolism in diverse environments
SPy_0174	spy01120	Microbial metabolism in diverse environments
SPy_0175	spy01120	Microbial metabolism in diverse environments
SPy_0176	spy01120	Microbial metabolism in diverse environments
SPy_0177	spy01120	Microbial metabolism in diverse environments
SPy_0178	spy01120	Microbial metabolism in diverse environments
SPy_0179	spy01120	Microbial metabolism in diverse environments
SPy_0182	spy01120	Microbial metabolism in diverse environments
SPy_0215	spy01120	Microbial metabolism in diverse environments
SPy_0264	spy01120	Microbial metabolism in diverse environments
SPy_0274	spy01120	Microbial metabolism in diverse environments
SPy_0352	spy01120	Microbial metabolism in diverse environments
SPy_0524	spy01120	Microbial metabolism in diverse environments
SPy_0536	spy01120	Microbial metabolism in diverse environments
SPy_0608	spy01120	Microbial metabolism in diverse environments
SPy_0613	spy01120	Microbial metabolism in diverse environments
SPy_0638	spy01120	Microbial metabolism in diverse environments
SPy_0639	spy01120	Microbial metabolism in diverse environments
SPy_0720	spy01120	Microbial metabolism in diverse environments
SPy_0731	spy01120	Microbial metabolism in diverse environments
SPy_0855	spy01120	Microbial metabolism in diverse environments
SPy_0889	spy01120	Microbial metabolism in diverse environments
SPy_0902	spy01120	Microbial metabolism in diverse environments
SPy_1026	spy01120	Microbial metabolism in diverse environments
SPy_1028	spy01120	Microbial metabolism in diverse environments
SPy_1029	spy01120	Microbial metabolism in diverse environments
SPy_1031	spy01120	Microbial metabolism in diverse environments
SPy_1067	spy01120	Microbial metabolism in diverse environments
SPy_1123	spy01120	Microbial metabolism in diverse environments
SPy_1128	spy01120	Microbial metabolism in diverse environments
SPy_1139	spy01120	Microbial metabolism in diverse environments
SPy_1145	spy01120	Microbial metabolism in diverse environments
SPy_1151	spy01120	Microbial metabolism in diverse environments
SPy_1170	spy01120	Microbial metabolism in diverse environments
SPy_1176	spy01120	Microbial metabolism in diverse environments
SPy_1177	spy01120	Microbial metabolism in diverse environments
SPy_1183	spy01120	Microbial metabolism in diverse environments
SPy_1184	spy01120	Microbial metabolism in diverse environments
SPy_1213	spy01120	Microbial metabolism in diverse environments
SPy_1224	spy01120	Microbial metabolism in diverse environments
SPy_1282	spy01120	Microbial metabolism in diverse environments
SPy_1283	spy01120	Microbial metabolism in diverse environments
SPy_1371	spy01120	Microbial metabolism in diverse environments
SPy_1429	spy01120	Microbial metabolism in diverse environments
SPy_1502	spy01120	Microbial metabolism in diverse environments
SPy_1529	spy01120	Microbial metabolism in diverse environments
SPy_1541	spy01120	Microbial metabolism in diverse environments
SPy_1618	spy01120	Microbial metabolism in diverse environments
SPy_1637	spy01120	Microbial metabolism in diverse environments
SPy_1638	spy01120	Microbial metabolism in diverse environments
SPy_1639	spy01120	Microbial metabolism in diverse environments
SPy_1676	spy01120	Microbial metabolism in diverse environments
SPy_1678	spy01120	Microbial metabolism in diverse environments
SPy_1743	spy01120	Microbial metabolism in diverse environments
SPy_1744	spy01120	Microbial metabolism in diverse environments
SPy_1745	spy01120	Microbial metabolism in diverse environments
SPy_1747	spy01120	Microbial metabolism in diverse environments
SPy_1849	spy01120	Microbial metabolism in diverse environments
SPy_1877	spy01120	Microbial metabolism in diverse environments
SPy_1881	spy01120	Microbial metabolism in diverse environments
SPy_1889	spy01120	Microbial metabolism in diverse environments
SPy_1903	spy01120	Microbial metabolism in diverse environments
SPy_1944	spy01120	Microbial metabolism in diverse environments
SPy_1947	spy01120	Microbial metabolism in diverse environments
SPy_1949	spy01120	Microbial metabolism in diverse environments
SPy_1950	spy01120	Microbial metabolism in diverse environments
SPy_1952	spy01120	Microbial metabolism in diverse environments
SPy_2085	spy01120	Microbial metabolism in diverse environments
SPy_2103	spy01120	Microbial metabolism in diverse environments
SPy_0020	spy01200	Carbon metabolism
SPy_0109	spy01200	Carbon metabolism
SPy_0140	spy01200	Carbon metabolism
SPy_0215	spy01200	Carbon metabolism
SPy_0264	spy01200	Carbon metabolism
SPy_0274	spy01200	Carbon metabolism
SPy_0524	spy01200	Carbon metabolism
SPy_0608	spy01200	Carbon metabolism
SPy_0613	spy01200	Carbon metabolism
SPy_0638	spy01200	Carbon metabolism
SPy_0639	spy01200	Carbon metabolism
SPy_0731	spy01200	Carbon metabolism
SPy_0889	spy01200	Carbon metabolism
SPy_1026	spy01200	Carbon metabolism
SPy_1028	spy01200	Carbon metabolism
SPy_1029	spy01200	Carbon metabolism
SPy_1031	spy01200	Carbon metabolism
SPy_1110	spy01200	Carbon metabolism
SPy_1123	spy01200	Carbon metabolism
SPy_1128	spy01200	Carbon metabolism
SPy_1145	spy01200	Carbon metabolism
SPy_1213	spy01200	Carbon metabolism
SPy_1282	spy01200	Carbon metabolism
SPy_1283	spy01200	Carbon metabolism
SPy_1371	spy01200	Carbon metabolism
SPy_1429	spy01200	Carbon metabolism
SPy_1502	spy01200	Carbon metabolism
SPy_1529	spy01200	Carbon metabolism
SPy_1541	spy01200	Carbon metabolism
SPy_1618	spy01200	Carbon metabolism
SPy_1637	spy01200	Carbon metabolism
SPy_1676	spy01200	Carbon metabolism
SPy_1678	spy01200	Carbon metabolism
SPy_1743	spy01200	Carbon metabolism
SPy_1744	spy01200	Carbon metabolism
SPy_1745	spy01200	Carbon metabolism
SPy_1747	spy01200	Carbon metabolism
SPy_1881	spy01200	Carbon metabolism
SPy_1889	spy01200	Carbon metabolism
SPy_1944	spy01200	Carbon metabolism
SPy_1947	spy01200	Carbon metabolism
SPy_2084	spy01200	Carbon metabolism
SPy_2085	spy01200	Carbon metabolism
SPy_2189	spy01200	Carbon metabolism
SPy_2190	spy01200	Carbon metabolism
SPy_0911	spy01210	2-Oxocarboxylic acid metabolism
SPy_1026	spy01210	2-Oxocarboxylic acid metabolism
SPy_1028	spy01210	2-Oxocarboxylic acid metabolism
SPy_1029	spy01210	2-Oxocarboxylic acid metabolism
SPy_1031	spy01210	2-Oxocarboxylic acid metabolism
SPy_1779	spy01210	2-Oxocarboxylic acid metabolism
SPy_0140	spy01212	Fatty acid metabolism
SPy_0440	spy01212	Fatty acid metabolism
SPy_0524	spy01212	Fatty acid metabolism
SPy_1637	spy01212	Fatty acid metabolism
SPy_1743	spy01212	Fatty acid metabolism
SPy_1744	spy01212	Fatty acid metabolism
SPy_1745	spy01212	Fatty acid metabolism
SPy_1746	spy01212	Fatty acid metabolism
SPy_1747	spy01212	Fatty acid metabolism
SPy_1748	spy01212	Fatty acid metabolism
SPy_1749	spy01212	Fatty acid metabolism
SPy_1750	spy01212	Fatty acid metabolism
SPy_1751	spy01212	Fatty acid metabolism
SPy_1754	spy01212	Fatty acid metabolism
SPy_0044	spy01220	Degradation of aromatic compounds
SPy_1139	spy01220	Degradation of aromatic compounds
SPy_2103	spy01220	Degradation of aromatic compounds
SPy_0020	spy01230	Biosynthesis of amino acids
SPy_0112	spy01230	Biosynthesis of amino acids
SPy_0172	spy01230	Biosynthesis of amino acids
SPy_0264	spy01230	Biosynthesis of amino acids
SPy_0274	spy01230	Biosynthesis of amino acids
SPy_0447	spy01230	Biosynthesis of amino acids
SPy_0534	spy01230	Biosynthesis of amino acids
SPy_0538	spy01230	Biosynthesis of amino acids
SPy_0613	spy01230	Biosynthesis of amino acids
SPy_0722	spy01230	Biosynthesis of amino acids
SPy_0731	spy01230	Biosynthesis of amino acids
SPy_0809	spy01230	Biosynthesis of amino acids
SPy_0810	spy01230	Biosynthesis of amino acids
SPy_0889	spy01230	Biosynthesis of amino acids
SPy_0911	spy01230	Biosynthesis of amino acids
SPy_1123	spy01230	Biosynthesis of amino acids
SPy_1145	spy01230	Biosynthesis of amino acids
SPy_1282	spy01230	Biosynthesis of amino acids
SPy_1283	spy01230	Biosynthesis of amino acids
SPy_1351	spy01230	Biosynthesis of amino acids
SPy_1352	spy01230	Biosynthesis of amino acids
SPy_1359	spy01230	Biosynthesis of amino acids
SPy_1429	spy01230	Biosynthesis of amino acids
SPy_1539	spy01230	Biosynthesis of amino acids
SPy_1544	spy01230	Biosynthesis of amino acids
SPy_1576	spy01230	Biosynthesis of amino acids
SPy_1577	spy01230	Biosynthesis of amino acids
SPy_1618	spy01230	Biosynthesis of amino acids
SPy_1642	spy01230	Biosynthesis of amino acids
SPy_1670	spy01230	Biosynthesis of amino acids
SPy_1672	spy01230	Biosynthesis of amino acids
SPy_1676	spy01230	Biosynthesis of amino acids
SPy_1678	spy01230	Biosynthesis of amino acids
SPy_1779	spy01230	Biosynthesis of amino acids
SPy_1877	spy01230	Biosynthesis of amino acids
SPy_1881	spy01230	Biosynthesis of amino acids
SPy_1889	spy01230	Biosynthesis of amino acids
SPy_1944	spy01230	Biosynthesis of amino acids
SPy_1947	spy01230	Biosynthesis of amino acids
SPy_1991	spy01230	Biosynthesis of amino acids
SPy_2189	spy01230	Biosynthesis of amino acids
SPy_2190	spy01230	Biosynthesis of amino acids
SPy_0036	spy01232	Nucleotide metabolism
SPy_0074	spy01232	Nucleotide metabolism
SPy_0160	spy01232	Nucleotide metabolism
SPy_0235	spy01232	Nucleotide metabolism
SPy_0362	spy01232	Nucleotide metabolism
SPy_0392	spy01232	Nucleotide metabolism
SPy_0399	spy01232	Nucleotide metabolism
SPy_0425	spy01232	Nucleotide metabolism
SPy_0427	spy01232	Nucleotide metabolism
SPy_0462	spy01232	Nucleotide metabolism
SPy_0803	spy01232	Nucleotide metabolism
SPy_0830	spy01232	Nucleotide metabolism
SPy_0872	spy01232	Nucleotide metabolism
SPy_0882	spy01232	Nucleotide metabolism
SPy_0892	spy01232	Nucleotide metabolism
SPy_0894	spy01232	Nucleotide metabolism
SPy_0927	spy01232	Nucleotide metabolism
SPy_1066	spy01232	Nucleotide metabolism
SPy_1135	spy01232	Nucleotide metabolism
SPy_1136	spy01232	Nucleotide metabolism
SPy_1140	spy01232	Nucleotide metabolism
SPy_1204	spy01232	Nucleotide metabolism
SPy_1230	spy01232	Nucleotide metabolism
SPy_1368	spy01232	Nucleotide metabolism
SPy_1375	spy01232	Nucleotide metabolism
SPy_1378	spy01232	Nucleotide metabolism
SPy_1632	spy01232	Nucleotide metabolism
SPy_1823	spy01232	Nucleotide metabolism
SPy_1869	spy01232	Nucleotide metabolism
SPy_1894	spy01232	Nucleotide metabolism
SPy_2110	spy01232	Nucleotide metabolism
SPy_2206	spy01232	Nucleotide metabolism
SPy_0036	spy01240	Biosynthesis of cofactors
SPy_0074	spy01240	Biosynthesis of cofactors
SPy_0160	spy01240	Biosynthesis of cofactors
SPy_0197	spy01240	Biosynthesis of cofactors
SPy_0224	spy01240	Biosynthesis of cofactors
SPy_0239	spy01240	Biosynthesis of cofactors
SPy_0265	spy01240	Biosynthesis of cofactors
SPy_0308	spy01240	Biosynthesis of cofactors
SPy_0440	spy01240	Biosynthesis of cofactors
SPy_0462	spy01240	Biosynthesis of cofactors
SPy_0498	spy01240	Biosynthesis of cofactors
SPy_0536	spy01240	Biosynthesis of cofactors
SPy_0538	spy01240	Biosynthesis of cofactors
SPy_0542	spy01240	Biosynthesis of cofactors
SPy_0814	spy01240	Biosynthesis of cofactors
SPy_0816	spy01240	Biosynthesis of cofactors
SPy_0817	spy01240	Biosynthesis of cofactors
SPy_0832	spy01240	Biosynthesis of cofactors
SPy_0833	spy01240	Biosynthesis of cofactors
SPy_0835	spy01240	Biosynthesis of cofactors
SPy_0852	spy01240	Biosynthesis of cofactors
SPy_0883	spy01240	Biosynthesis of cofactors
SPy_0900	spy01240	Biosynthesis of cofactors
SPy_0901	spy01240	Biosynthesis of cofactors
SPy_0907	spy01240	Biosynthesis of cofactors
SPy_0911	spy01240	Biosynthesis of cofactors
SPy_1031	spy01240	Biosynthesis of cofactors
SPy_1033	spy01240	Biosynthesis of cofactors
SPy_1096	spy01240	Biosynthesis of cofactors
SPy_1097	spy01240	Biosynthesis of cofactors
SPy_1098	spy01240	Biosynthesis of cofactors
SPy_1099	spy01240	Biosynthesis of cofactors
SPy_1100	spy01240	Biosynthesis of cofactors
SPy_1122	spy01240	Biosynthesis of cofactors
SPy_1126	spy01240	Biosynthesis of cofactors
SPy_1145	spy01240	Biosynthesis of cofactors
SPy_1209	spy01240	Biosynthesis of cofactors
SPy_1213	spy01240	Biosynthesis of cofactors
SPy_1214	spy01240	Biosynthesis of cofactors
SPy_1221	spy01240	Biosynthesis of cofactors
SPy_1222	spy01240	Biosynthesis of cofactors
SPy_1233	spy01240	Biosynthesis of cofactors
SPy_1250	spy01240	Biosynthesis of cofactors
SPy_1359	spy01240	Biosynthesis of cofactors
SPy_1432	spy01240	Biosynthesis of cofactors
SPy_1502	spy01240	Biosynthesis of cofactors
SPy_1537	spy01240	Biosynthesis of cofactors
SPy_1652	spy01240	Biosynthesis of cofactors
SPy_1653	spy01240	Biosynthesis of cofactors
SPy_1737	spy01240	Biosynthesis of cofactors
SPy_1746	spy01240	Biosynthesis of cofactors
SPy_1748	spy01240	Biosynthesis of cofactors
SPy_1749	spy01240	Biosynthesis of cofactors
SPy_1810	spy01240	Biosynthesis of cofactors
SPy_1894	spy01240	Biosynthesis of cofactors
SPy_1900	spy01240	Biosynthesis of cofactors
SPy_1990	spy01240	Biosynthesis of cofactors
SPy_2084	spy01240	Biosynthesis of cofactors
SPy_2085	spy01240	Biosynthesis of cofactors
SPy_2201	spy01240	Biosynthesis of cofactors
SPy_2202	spy01240	Biosynthesis of cofactors
SPy_0215	spy01250	Biosynthesis of nucleotide sugars
SPy_0224	spy01250	Biosynthesis of nucleotide sugars
SPy_0443	spy01250	Biosynthesis of nucleotide sugars
SPy_0542	spy01250	Biosynthesis of nucleotide sugars
SPy_0763	spy01250	Biosynthesis of nucleotide sugars
SPy_0784	spy01250	Biosynthesis of nucleotide sugars
SPy_0933	spy01250	Biosynthesis of nucleotide sugars
SPy_0935	spy01250	Biosynthesis of nucleotide sugars
SPy_0936	spy01250	Biosynthesis of nucleotide sugars
SPy_1038	spy01250	Biosynthesis of nucleotide sugars
SPy_1101	spy01250	Biosynthesis of nucleotide sugars
SPy_1224	spy01250	Biosynthesis of nucleotide sugars
SPy_1280	spy01250	Biosynthesis of nucleotide sugars
SPy_1358	spy01250	Biosynthesis of nucleotide sugars
SPy_1503	spy01250	Biosynthesis of nucleotide sugars
SPy_1529	spy01250	Biosynthesis of nucleotide sugars
SPy_1810	spy01250	Biosynthesis of nucleotide sugars
SPy_1811	spy01250	Biosynthesis of nucleotide sugars
SPy_2201	spy01250	Biosynthesis of nucleotide sugars
SPy_2202	spy01250	Biosynthesis of nucleotide sugars
SPy_0012	spy01501	beta-Lactam resistance
SPy_0097	spy01501	beta-Lactam resistance
SPy_0294	spy01501	beta-Lactam resistance
SPy_0295	spy01501	beta-Lactam resistance
SPy_0296	spy01501	beta-Lactam resistance
SPy_0297	spy01501	beta-Lactam resistance
SPy_1649	spy01501	beta-Lactam resistance
SPy_1664	spy01501	beta-Lactam resistance
SPy_2059	spy01501	beta-Lactam resistance
SPy_1420	spy01502	Vancomycin resistance
SPy_1421	spy01502	Vancomycin resistance
SPy_1524	spy01502	Vancomycin resistance
SPy_1662	spy01502	Vancomycin resistance
SPy_1765	spy01502	Vancomycin resistance
SPy_1802	spy01502	Vancomycin resistance
SPy_0457	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_1309	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_1310	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_1311	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_1312	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_2016	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_2039	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_2216	spy01503	Cationic antimicrobial peptide (CAMP) resistance
SPy_0093	spy02010	ABC transporters
SPy_0094	spy02010	ABC transporters
SPy_0163	spy02010	ABC transporters
SPy_0183	spy02010	ABC transporters
SPy_0184	spy02010	ABC transporters
SPy_0207	spy02010	ABC transporters
SPy_0229	spy02010	ABC transporters
SPy_0230	spy02010	ABC transporters
SPy_0276	spy02010	ABC transporters
SPy_0277	spy02010	ABC transporters
SPy_0294	spy02010	ABC transporters
SPy_0295	spy02010	ABC transporters
SPy_0296	spy02010	ABC transporters
SPy_0297	spy02010	ABC transporters
SPy_0317	spy02010	ABC transporters
SPy_0319	spy02010	ABC transporters
SPy_0320	spy02010	ABC transporters
SPy_0321	spy02010	ABC transporters
SPy_0453	spy02010	ABC transporters
SPy_0454	spy02010	ABC transporters
SPy_0456	spy02010	ABC transporters
SPy_0644	spy02010	ABC transporters
SPy_0645	spy02010	ABC transporters
SPy_0714	spy02010	ABC transporters
SPy_0778	spy02010	ABC transporters
SPy_0903	spy02010	ABC transporters
SPy_0904	spy02010	ABC transporters
SPy_1063	spy02010	ABC transporters
SPy_1085	spy02010	ABC transporters
SPy_1086	spy02010	ABC transporters
SPy_1087	spy02010	ABC transporters
SPy_1102	spy02010	ABC transporters
SPy_1103	spy02010	ABC transporters
SPy_1104	spy02010	ABC transporters
SPy_1105	spy02010	ABC transporters
SPy_1133	spy02010	ABC transporters
SPy_1134	spy02010	ABC transporters
SPy_1148	spy02010	ABC transporters
SPy_1149	spy02010	ABC transporters
SPy_1225	spy02010	ABC transporters
SPy_1226	spy02010	ABC transporters
SPy_1227	spy02010	ABC transporters
SPy_1228	spy02010	ABC transporters
SPy_1241	spy02010	ABC transporters
SPy_1242	spy02010	ABC transporters
SPy_1243	spy02010	ABC transporters
SPy_1244	spy02010	ABC transporters
SPy_1245	spy02010	ABC transporters
SPy_1294	spy02010	ABC transporters
SPy_1295	spy02010	ABC transporters
SPy_1296	spy02010	ABC transporters
SPy_1299	spy02010	ABC transporters
SPy_1301	spy02010	ABC transporters
SPy_1306	spy02010	ABC transporters
SPy_1315	spy02010	ABC transporters
SPy_1316	spy02010	ABC transporters
SPy_1506	spy02010	ABC transporters
SPy_1507	spy02010	ABC transporters
SPy_1592	spy02010	ABC transporters
SPy_1593	spy02010	ABC transporters
SPy_1595	spy02010	ABC transporters
SPy_1657	spy02010	ABC transporters
SPy_1658	spy02010	ABC transporters
SPy_1788	spy02010	ABC transporters
SPy_1976	spy02010	ABC transporters
SPy_2007	spy02010	ABC transporters
SPy_2193	spy02010	ABC transporters
SPy_2194	spy02010	ABC transporters
SPy_2195	spy02010	ABC transporters
SPy_0002	spy02020	Two-component system
SPy_0012	spy02020	Two-component system
SPy_0039	spy02020	Two-component system
SPy_0137	spy02020	Two-component system
SPy_0140	spy02020	Two-component system
SPy_0141	spy02020	Two-component system
SPy_0142	spy02020	Two-component system
SPy_0242	spy02020	Two-component system
SPy_0244	spy02020	Two-component system
SPy_0245	spy02020	Two-component system
SPy_0300	spy02020	Two-component system
SPy_0336	spy02020	Two-component system
SPy_0524	spy02020	Two-component system
SPy_0528	spy02020	Two-component system
SPy_0529	spy02020	Two-component system
