locus_tag	kegg_pathway_id	kegg_pathway	organism
STM14_0007	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_0201	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_0815	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_0911	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_1610	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2153	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2289	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2290	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2292	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2575	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2642	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2885	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_2886	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3033	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3034	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3320	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3321	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3322	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3701	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3708	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_3717	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4195	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4265	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4348	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4396	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4543	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4544	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4545	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4546	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4547	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4548	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4574	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4682	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4885	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4905	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_4911	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_5075	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_5302	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_5382	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_5487	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_5489	seo00030	Pentose phosphate pathway	Salmonella typhimurium 14028s / SGSC 2262
STM14_0120	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0121	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0122	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0757	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0758	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0912	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_1818	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_1819	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_1822	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_2118	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_2574	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_2592	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3587	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3590	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3591	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3643	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3644	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3795	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3796	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_3797	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4195	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4252	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4413	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4414	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4425	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4431	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4432	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4433	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4434	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4864	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4866	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_4905	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_5268	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_5269	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_5270	seo00040	Pentose and glucuronate interconversions	Salmonella typhimurium 14028s / SGSC 2262
STM14_0465	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0671	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0673	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1606	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1610	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1769	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2212	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2213	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2214	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2407	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2577	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2578	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2598	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2600	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2603	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2604	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2642	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2721	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2722	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2826	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2828	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2877	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3315	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3316	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3317	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3422	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3423	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3424	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3425	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3587	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3590	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3591	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3708	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4414	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4443	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4444	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4653	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4864	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4865	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4866	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4885	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4906	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4911	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5302	seo00051	Fructose and mannose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0475	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0815	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0838	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0898	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0899	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0900	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0901	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1610	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1952	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1953	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1955	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2118	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2592	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2956	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3939	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3943	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4561	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4562	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4563	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4620	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4622	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4833	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4885	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5171	seo00052	Galactose metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0120	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1035	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_1036	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2574	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2887	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2888	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_2889	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3568	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3931	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_3935	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4425	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4431	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4432	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4433	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4434	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_4457	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5264	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5265	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5266	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5267	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5268	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5269	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_5270	seo00053	Ascorbate and aldarate metabolism	Salmonella typhimurium 14028s / SGSC 2262
STM14_0269	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_0274	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1211	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1366	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1367	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1368	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1370	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2053	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2199	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2914	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2927	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_4076	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_4077	seo00061	Fatty acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_0365	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_1005	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_1891	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_1968	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_2113	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_2199	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_2937	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_2938	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_3634	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_3646	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_4788	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_4789	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_4863	seo00071	Fatty acid degradation	Salmonella typhimurium 14028s / SGSC 2262
STM14_0681	seo00074	Mycolic acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1367	seo00074	Mycolic acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_3157	seo00074	Mycolic acid biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_0693	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_0782	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1272	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_1660	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2810	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2843	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2844	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2845	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2846	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2847	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2848	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_2903	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_3523	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
STM14_3692	seo00130	Ubiquinone and other terpenoid-quinone biosynthesis	Salmonella typhimurium 14028s / SGSC 2262
