locus_tag	kegg_pathway_id	kegg_pathway	organism
BSU34950	bsu00040	Pentose and glucuronate interconversions	Bacillus subtilis 168
BSU35580	bsu00040	Pentose and glucuronate interconversions	Bacillus subtilis 168
BSU35670	bsu00040	Pentose and glucuronate interconversions	Bacillus subtilis 168
BSU36230	bsu00040	Pentose and glucuronate interconversions	Bacillus subtilis 168
BSU03981	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU03982	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU03990	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU05860	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU05870	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU05880	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU06150	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU06170	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU12010	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU12020	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU14390	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU14400	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU17600	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU27030	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU27040	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU27050	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU27060	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU27070	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU29190	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU31180	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU31200	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU33920	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU35790	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU36920	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU37090	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU37120	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU40190	bsu00051	Fructose and mannose metabolism	Bacillus subtilis 168
BSU02840	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU07080	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU09310	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU18180	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU18360	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU24850	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU29190	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU30300	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU30850	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU31290	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU34130	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU34560	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU35670	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU38040	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU38190	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU38200	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU38860	bsu00052	Galactose metabolism	Bacillus subtilis 168
BSU02460	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU02490	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU02510	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU19310	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU28780	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU30860	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU35580	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU36230	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU37960	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU38830	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU39860	bsu00053	Ascorbate and aldarate metabolism	Bacillus subtilis 168
BSU08650	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU10170	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU10270	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU11330	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU11340	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU11720	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU15900	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU15910	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU16870	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU18240	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU24340	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU24350	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU28560	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU29200	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU29210	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU29420	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU36370	bsu00061	Fatty acid biosynthesis	Bacillus subtilis 168
BSU07250	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU10270	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU10350	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU19310	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU24170	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU26970	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU27160	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU28540	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU28560	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU32830	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU32840	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU37170	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU37960	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU38830	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU39860	bsu00071	Fatty acid degradation	Bacillus subtilis 168
BSU04620	bsu00074	Mycolic acid biosynthesis	Bacillus subtilis 168
BSU15900	bsu00074	Mycolic acid biosynthesis	Bacillus subtilis 168
BSU03630	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU09020	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU22750	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30780	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30790	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30800	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30810	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30820	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU30830	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU31670	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU31990	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU38490	bsu00130	Ubiquinone and other terpenoid-quinone biosynthesis	Bacillus subtilis 168
BSU12080	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU12290	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14870	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14880	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14890	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14900	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14910	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU14920	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU22540	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU22550	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU22560	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU28430	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU28440	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU28450	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU30710	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU30720	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU32100	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU32200	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU34970	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36800	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36810	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36820	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36830	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36840	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36850	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36860	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU36870	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38140	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38150	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38160	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38170	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38750	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU38760	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU40550	bsu00190	Oxidative phosphorylation	Bacillus subtilis 168
BSU02430	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU06470	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU07630	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU09570	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11190	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11200	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11210	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11220	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11230	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11240	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU11250	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU14830	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU15510	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU15520	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU17460	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU19710	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU22370	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU22960	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU29440	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU29450	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU36640	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU36650	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU36660	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU37790	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU40320	bsu00220	Arginine biosynthesis	Bacillus subtilis 168
BSU00090	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU00140	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU00150	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU00510	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU00680	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU01370	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU02230	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06360	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06420	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06430	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06440	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06450	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06460	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06470	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06480	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06490	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06500	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06510	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06520	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06530	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU06560	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU07840	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU09310	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU10910	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU10920	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU11600	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU13170	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU14520	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU15370	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU15590	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU15600	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU15680	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU16970	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU17380	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU17390	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU19630	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU20040	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU20060	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU22070	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU22730	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU23490	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU23500	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU23610	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU27600	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU27610	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU28360	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32130	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32410	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32450	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32460	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32470	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32480	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32490	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32510	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32520	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU32530	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU36640	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU36650	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU36660	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU38480	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU40420	bsu00230	Purine metabolism	Bacillus subtilis 168
BSU00140	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU00280	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU07840	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU11230	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU11240	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15470	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15490	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15500	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15510	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15520	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15530	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15540	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15550	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU15560	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU16510	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU16970	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU17380	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU17390	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU17660	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU17680	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU20020	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU20040	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU20060	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU21820	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU22730	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU22890	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU25300	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU25580	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU27330	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU28050	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU36890	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU37060	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU37150	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU39400	bsu00240	Pyrimidine metabolism	Bacillus subtilis 168
BSU01780	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU01900	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU02430	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU02690	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU03210	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU03900	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU03910	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
BSU06440	bsu00250	Alanine, aspartate and glutamate metabolism	Bacillus subtilis 168
